oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
Výskum materiálov pre penetrátorový komplex a ich overenie v simulovaných podmienkach,"SITECH - Slovenský inštitút technológií, s. r. o.",,1894600,Otvorená,Služby,8,SK042,true,false,true,1893850,false,,1893850
Technická podpora na licenčný softvér (maintenance) využívaný v informačnom systéme Sociálnej poisťovne,"Sociálna poisťovňa, ústredie",,730000,Otvorená,Služby,7,SK01,false,true,false,874250,true,20,699400
Flexibilný videobronchoskop,Nemocnice s poliklinikami n.o.,,24583,Otvorená,Tovary,Kúpa,SK023,false,true,false,17750,false,,17750
Mikroskop s minimálne 1000-násobným zväščením s príslušenstvom,Ministerstvo vnútra Slovenskej republiky,,62000,Otvorená,Tovary,Kúpa,SK01,true,false,false,62000,false,,62000
"Digitálny bezkontaktný laserový prístroj určený na rýchlu a spoľahlivú detekciu omamných látok, psychotropných látok, prekurzorov a iných chemických látok (drog)",Ministerstvo vnútra Slovenskej republiky,,144000,Otvorená,Tovary,Kúpa,SK0,true,true,false,93450,false,,93450
Zneškodňovanie odpadov z mesta Liptovský Mikuláš,Mesto Liptovský Mikuláš,,14558992.5,Otvorená,Služby,16,SK032,false,false,false,7803298.5,true,20,6242638.800000001
CNC Vysekávací lis,Ľudovít Piterka - AKLIMA,,250000,Otvorená,Tovary,Kúpa,SK023,false,true,true,249900,false,,249900
Stereoselektívna príprava beta-aminokyselín ako základných stavebných kameňov pre prípravu beta-peptidov,"A1SYNTH, s. r. o.",,497769.15,Otvorená,Tovary,Kúpa,SK,false,true,true,447740,false,,447740
"Komplexná technická, informačná a výskumná infraštruktúra UVP UK vrátane súvisiacich služieb",Univerzita Komenského v Bratislave,,4057000,Otvorená,Tovary,Kúpa,SK01,false,true,true,2053581,true,20,1642864.8
Dodávka zemného plynu,Fakultná nemocnica s poliklinikou Nové Zámky,,585803,Otvorená,Tovary,Kúpa,SK023,true,true,false,635000,true,20,508000
PRÍSTROJOVÉ VYBAVENIE PRE UVP STU - CENTRUM,Slovenská technická univerzita v Bratislave - Rektorát,,273039.83,Otvorená,Tovary,Kúpa,SK010,true,true,true,151669.74,false,,151669.74
MONOKRYŠTÁLOVÝ DIFRAKTOMETER,Slovenská technická univerzita v Bratislave - Rektorát,,537500,Otvorená,Tovary,Kúpa,SK010,true,true,true,458333.33,false,,458333.33
Automatizácia linky na výrobu hobľovaných lát,"PRP, s.r.o.",,329800,Otvorená,Tovary,Kúpa,SK032,false,true,true,326150,false,,326150
Výrobná linka - cestoviny,"Marušák, spol. s r.o.",,295000,Otvorená,Tovary,Kúpa,SK041,false,true,true,293000,false,,293000
Automatizovaný stacionárny detekčný systém pre včasnú detekciu lesných požiarov (ASDS),"LESY Slovenskej republiky, štátny podnik",,28400000,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK0,false,false,true,23439960,false,,23439960
Špeciálny výstroj do terénu.,Štátna ochrana prírody Slovenskej republiky,,215000,Otvorená,Tovary,Kúpa,SK032,false,true,true,237291,true,20,189832.80000000002
Generálna oprava podvozku vozidla Tatra s výmenou kabíny v počte 5 ks,Správa ciest Žilinského samosprávneho kraja,,223330,Otvorená,Služby,1,SK031,false,true,false,222380,true,20,177904
Poštové služby,"Všeobecná zdravotná poisťovňa, a.s.",,8551506,Otvorená,Služby,27,SK,true,false,false,8600786,false,,8600786
"Dodávka a inštalácia sálového servera, súvisiacej technológie zálohovania a softvérového vybavenia vrátane poskytovania súvisiacich služieb","Sociálna poisťovňa, ústredie",,2900000,Otvorená,Služby,7,SK01,false,true,false,3414000,true,20,2731200
Vytvorenie databáz (EVO),Štátna ochrana prírody Slovenskej republiky,,360000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK032,true,false,true,319000,false,,319000
Manipulácia na expedičných skladoch na OZ,"LESY Slovenskej republiky, štátny podnik",,2186107,Otvorená,Služby,27 - Ostatné služby,SK03,false,true,false,2698381,false,,2698381
Manipulácia na expedičných skladoch na OZ,"LESY Slovenskej republiky, štátny podnik",,2186107,Otvorená,Služby,27 - Ostatné služby,SK03,false,true,false,220441.58,false,,220441.58
Informačné a komunikačné technológie pre Technickú univerzitu vo Zvolene,Technická univerzita vo Zvolene - Rektorát,,7721681,Otvorená,Tovary,Kúpa,SK032,false,true,true,74380.3,false,,74380.3
Informačné a komunikačné technológie pre Technickú univerzitu vo Zvolene,Technická univerzita vo Zvolene - Rektorát,,7721681,Otvorená,Tovary,Kúpa,SK032,false,true,true,1127978.55,false,,1127978.55
Informačné a komunikačné technológie pre Technickú univerzitu vo Zvolene,Technická univerzita vo Zvolene - Rektorát,,7721681,Otvorená,Tovary,Kúpa,SK032,false,true,true,7296500,false,,7296500
Informačné a komunikačné technológie pre Technickú univerzitu vo Zvolene,Technická univerzita vo Zvolene - Rektorát,,7721681,Otvorená,Tovary,Kúpa,SK032,false,true,true,58447.08,false,,58447.08
Vysekávací valcový automat,EURY - PACK System s.r.o.,,440200,Otvorená,Tovary,Kúpa,SK032,true,false,true,440200,false,,440200
Nákup informačných a komunikačných technológií,Akadémia ozbrojených síl generála Milana Rastislava Štefánika,,2466039.71,Otvorená,Tovary,Kúpa,SK031,true,true,true,1175468,true,20,940374.4
Nákup informačných a komunikačných technológií,Akadémia ozbrojených síl generála Milana Rastislava Štefánika,,2466039.71,Otvorená,Tovary,Kúpa,SK031,true,true,true,2943173,true,20,2354538.4
Nákup informačných a komunikačných technológií,Akadémia ozbrojených síl generála Milana Rastislava Štefánika,,2466039.71,Otvorená,Tovary,Kúpa,SK031,true,true,true,487827,true,20,390261.60000000003
Nákup informačných a komunikačných technológií,Akadémia ozbrojených síl generála Milana Rastislava Štefánika,,2466039.71,Otvorená,Tovary,Kúpa,SK031,true,true,true,1951.62,true,20,1561.296
Dodávka elektrickej energie,Univerzitná nemocnica Martin,,692079.93,Otvorená,Tovary,Kúpa,SK031,false,true,false,664878.03,false,,664878.03
Dodanie interiérového zariadenia pre hasičské stanice,Ministerstvo vnútra Slovenskej republiky,,380867.61,Otvorená,Tovary,Kúpa,SK0,true,true,true,477100.52,false,,477100.52
Všeobecné antiinfekčné látky na systémové použitie a očkovacie látky,Fakultná nemocnica s poliklinikou Žilina,,387752,Otvorená,Tovary,Kúpa,SK031,false,true,false,387752,false,,387752
Kompletné zásahové potápačské obleky,Ministerstvo vnútra Slovenskej republiky,,145600,Otvorená,Tovary,Kúpa,SK031,true,true,false,145000,false,,145000
Napredujme s inováciami!,DIN - TECHNIK spol. s r.o.,,515547,Otvorená,Tovary,Kúpa,SK021,true,true,true,341500,false,,341500
Nákup pohonných hmôt a doplnkových služieb prostredníctvom palivových kariet,"Sociálna poisťovňa, ústredie",,929900,Otvorená,Tovary,Kúpa,SK0,false,true,false,990089.78,true,20,792071.824
Vypracovanie programov starostlivosti o vybrané chránené vtáčie územia 2. etapa.,Štátna ochrana prírody Slovenskej republiky,,580830,Otvorená,Služby,27,SK,false,false,true,694440,true,20,555552
Hygienické a čistiace prostriedky pre UK v Bratislave,Univerzita Komenského v Bratislave,,800000,Otvorená,Tovary,Kúpa,SK,false,true,false,3234.76,false,,3234.76
Hygienické a čistiace prostriedky pre UK v Bratislave,Univerzita Komenského v Bratislave,,800000,Otvorená,Tovary,Kúpa,SK010,false,true,false,800000,false,,800000
Hygienické a čistiace prostriedky pre UK v Bratislave,Univerzita Komenského v Bratislave,,800000,Otvorená,Tovary,Kúpa,SK,false,true,false,37360.3,false,,37360.3
"Pozáručný autorizovaný servis zariadení výpočtovej, kancelárskej a telekomunikačnej techniky","Sociálna poisťovňa, ústredie",,4000000,Otvorená,Služby,1,SK0,false,true,false,4800000,true,20,3840000
Zemný plyn,Fakultná nemocnica Trenčín,,758430,Otvorená,Tovary,Kúpa,SK022,false,true,false,690060,false,,690060
Dodanie osobných motorových vozidiel.,Štátna veterinárna a potravinová správa Slovenskej republiky,,216670,Otvorená,Tovary,Kúpa,SK,false,true,false,197550,false,,197550
Dodanie osobných motorových vozidiel.,Štátna veterinárna a potravinová správa Slovenskej republiky,,216670,Otvorená,Tovary,Kúpa,SK,false,true,false,197550,false,,197550
"Výber dodávateľa výpočtovej techniky, príslušenstva a s tým súvisiacich služieb.",NÁRODNÁ BANKA SLOVENSKA,,630000,Otvorená,Tovary,Kúpa,SK01,true,true,false,630000,false,,630000
Inžinierskogeologický prieskum havarijného zosuvu v obci Svätý Anton a sanácia havarijných zosuvov v obciach Nižná Myšľa a Šenkvice,Štátny geologický ústav Dionýza Štúra,,480000,Otvorená,Služby,12,SK0,true,false,false,561790.43,true,20,449432.34400000004
"Základné potraviny, suroviny, mliečne a mrazené výrobky.",Ministerstvo vnútra Slovenskej republiky,,1421385,Otvorená,Tovary,Kúpa,SK01,true,true,false,1129700,false,,1129700
Kolesové nakladače,"LESY Slovenskej republiky, štátny podnik",,5450000,Otvorená,Tovary,Kúpa,SK0,false,false,false,2550000,false,,2550000
Kolesové nakladače,"LESY Slovenskej republiky, štátny podnik",,5450000,Otvorená,Tovary,Kúpa,SK0,false,false,false,6155000,false,,6155000
Oprava a údržba retenčných nádrží.,"Národná diaľničná spoločnosť, a.s.",,3000000,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK0,true,true,false,3000000,false,,3000000
Obstaranie dodávateľa za účelom prezentácie Operačného programu Životné prostredie a Operačného programu Kvalita životného prostredia vo vybraných médiách,Ministerstvo životného prostredia Slovenskej republiky,,1500000,Otvorená,Služby,13 - Reklamné služby,SK01,true,false,true,1500000,false,,1500000
„HW pre potreby ŽSR“,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,28794482,Otvorená,Tovary,Kúpa,SK0,false,false,false,235620,false,,235620
„HW pre potreby ŽSR“,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,28794482,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK0,false,false,false,195408,false,,195408
„HW pre potreby ŽSR“,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,28794482,Otvorená,Tovary,Kúpa,SK0,false,false,false,522669,false,,522669
„HW pre potreby ŽSR“,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,28794482,Otvorená,Tovary,Kúpa,SK0,false,false,true,10899758,false,,10899758
„HW pre potreby ŽSR“,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,28794482,Otvorená,Tovary,Kúpa,SK0,false,true,true,28143956,false,,28143956
Osobné ochranné a pracovné pomôcky a nemocničná bielizeň,Národný onkologický ústav,,401725.9,Otvorená,Tovary,Kúpa,SK010,true,true,false,479094.4,true,20,383275.52
Vykonanie hlavnej opravy na hnacom dráhovom vozidle radu 751 a 752,"Železničná spoločnosť Cargo Slovakia, a.s.",,2720000,Otvorená,Služby,1,SK042,false,false,false,2750296,false,,2750296
Vykonanie hlavnej opravy na hnacom dráhovom vozidle radu 751 a 752,"Železničná spoločnosť Cargo Slovakia, a.s.",,2720000,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK032,false,false,false,359903.04,false,,359903.04
Vysokorozlišovací preletový hmotnostný spektrometer v spojení s plynovým chromatografom,Slovenská technická univerzita v Bratislave - Rektorát,,529412,Otvorená,Tovary,Kúpa,SK010,true,true,true,461078.33,false,,461078.33
Potraviny,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,252558.89,Otvorená,Tovary,Kúpa,SK041,true,true,false,302500,true,20,242000
Potraviny,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,252558.89,Otvorená,Tovary,Kúpa,SK041,true,false,false,9506.91,true,20,7605.528
Upratovacie služby,Detská fakultná nemocnica s poliklinikou Bratislava,,1858000,Otvorená,Služby,14 - Upratovanie budov a správa nehnuteľností,SK01,true,true,false,1823000,false,,1823000
Strážna služba,Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica,,600000,Otvorená,Služby,23,SK031,false,true,false,394900,false,,394900
Technológie pre výskum v oblasti inteligentných výrobných systémov,Žilinská univerzita v Žiline - Rektorát,,8148088.33,Otvorená,Tovary,Kúpa,SK031,false,true,true,8063900,false,,8063900
Zneškodňovanie zmesového a objemného komunálneho odpadu na skládke odpadov,Technické služby mesta Galanta,,825000,Otvorená,Služby,16,SK021,true,true,false,711950,false,,711950
Dodávka technických plynov a súvisiace služby,"LESY Slovenskej republiky, štátny podnik",,400000,Otvorená,Tovary,Kúpa,SK,false,true,false,9560.97,false,,9560.97
Dodávka technických plynov a súvisiace služby,"LESY Slovenskej republiky, štátny podnik",,400000,Otvorená,Tovary,Kúpa,SK,false,true,false,,false,,
Dodávka technických plynov a súvisiace služby,"LESY Slovenskej republiky, štátny podnik",,400000,Otvorená,Tovary,Kúpa,SK,false,true,false,3564.71,false,,3564.71
Dodávka technických plynov a súvisiace služby,"LESY Slovenskej republiky, štátny podnik",,400000,Otvorená,Tovary,Kúpa,SK,false,true,false,5990.73,false,,5990.73
Dodávka technických plynov a súvisiace služby,"LESY Slovenskej republiky, štátny podnik",,400000,Otvorená,Tovary,Kúpa,SK,false,true,false,4573.62,false,,4573.62
Dodávka elektrickej energie s prevzatím zodpovednosti za odchýlku a zabezpečením distribučných služieb-CVO314,Obec Žabokreky,,1286000,Otvorená,Tovary,Kúpa,SK0,false,true,false,1175827.62,false,,1175827.62
Dodávka elektrickej energie,Ekonomická univerzita v Bratislave,,1170000,Otvorená,Tovary,Kúpa,SK0,false,true,false,293090,false,,293090
Prístroj a špeciálny zdravotnícky materiál pre rádiofrekvenčú abláciu,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,445679.8,Otvorená,Tovary,Kúpa,SK042,true,true,false,11770.08,true,20,9416.064
Prístroj a špeciálny zdravotnícky materiál pre rádiofrekvenčú abláciu,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,445679.8,Otvorená,Tovary,Kúpa,SK042,true,true,false,5885.04,true,20,4708.032
Prístroj a špeciálny zdravotnícky materiál pre rádiofrekvenčú abláciu,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,445679.8,Otvorená,Tovary,Kúpa,SK042,false,true,false,19616.8,true,20,15693.44
Prístroj a špeciálny zdravotnícky materiál pre rádiofrekvenčú abláciu,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,445679.8,Otvorená,Tovary,Kúpa,SK042,true,true,false,445680.67,false,,445680.67
Prístroj a špeciálny zdravotnícky materiál pre rádiofrekvenčú abláciu,"Východoslovenský ústav srdcových a cievnych chorôb, a.s.",,445679.8,Otvorená,Tovary,Kúpa,SK042,false,true,false,9808.4,true,20,7846.72
Zavádzanie inovatívnych technológií v stolárskej výrobe,DREVOINTERIER KEŽMAROK s.r.o.,,274100,Otvorená,Tovary,Kúpa,SK032,true,false,true,274500,false,,274500
Zabezpečenie leteckej prepravy osôb a súvisiacich služieb pri zahraničných pracovných cestách zamestnancov Štatistického úradu SR,Štatistický úrad Slovenskej republiky,,402103,Otvorená,Služby,3,SK010,true,false,false,16006.7,true,20,12805.36
Zabezpečenie leteckej prepravy osôb a súvisiacich služieb pri zahraničných pracovných cestách zamestnancov Štatistického úradu SR,Štatistický úrad Slovenskej republiky,,402103,Otvorená,Služby,3,SK010,true,false,false,32961.4,true,20,26369.120000000003
Zabezpečenie leteckej prepravy osôb a súvisiacich služieb pri zahraničných pracovných cestách zamestnancov Štatistického úradu SR,Štatistický úrad Slovenskej republiky,,402103,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK010,true,false,false,41469.03,true,20,33175.224
Zabezpečenie leteckej prepravy osôb a súvisiacich služieb pri zahraničných pracovných cestách zamestnancov Štatistického úradu SR,Štatistický úrad Slovenskej republiky,,402103,Otvorená,Služby,3,SK010,true,false,false,13306.32,true,20,10645.056
Zabezpečenie leteckej prepravy osôb a súvisiacich služieb pri zahraničných pracovných cestách zamestnancov Štatistického úradu SR,Štatistický úrad Slovenskej republiky,,402103,Otvorená,Služby,3,SK01,true,false,false,402103,false,,402103
Upratovacie a čistiace služby,Detská fakultná nemocnica s poliklinikou,,1809000,Otvorená,Služby,14,SK,true,true,false,1635000.12,false,,1635000.12
Poskytovanie elektronickej komunikačnej služby,Ministerstvo financií Slovenskej republiky,,892000,Otvorená,Služby,5,SK,true,false,true,31982.92,false,,31982.92
Poskytovanie elektronickej komunikačnej služby,Ministerstvo financií Slovenskej republiky,,892000,Otvorená,Služby,5 - Telekomunikačné služby,SK,true,false,true,50964.4,false,,50964.4
Poskytovanie elektronickej komunikačnej služby,Ministerstvo financií Slovenskej republiky,,892000,Otvorená,Služby,5 - Telekomunikačné služby,SK,true,false,true,13830.36,false,,13830.36
Poskytovanie elektronickej komunikačnej služby,Ministerstvo financií Slovenskej republiky,,892000,Otvorená,Služby,5,SK0,true,false,true,892000,false,,892000
Poskytovanie elektronickej komunikačnej služby,Ministerstvo financií Slovenskej republiky,,892000,Otvorená,Služby,5,SK0,true,false,true,7264.8,true,20,5811.84
Interiérové a exteriérové vybavenie,"D.J.K., spoločnosť s ručením obmedzeným",,161367.57,Otvorená,Tovary,Kúpa,SK041,false,true,true,185900,true,20,148720
Príprava a dovoz celodennej liečebnej výživy / stravy pre detských pacientov a ich sprievodcov,Detská fakultná nemocnica Košice,,740000,Otvorená,Služby,17,SK042,false,true,false,784155,true,0,784155
Komplexná realizácia procesu verejného obstarávania,Bratislavský samosprávny kraj,,242000,Otvorená,Služby,11,SK01,true,false,false,242000,false,,242000
Inovatívny tlačiarenský stroj,"PROMPt, tlačiareň cenín, a.s.",,141559.2,Otvorená,Tovary,Kúpa,SK010,true,true,true,123666.67,false,,123666.67
Dodávka cestných smerových stĺpikov,Správa a údržba ciest Trnavského samosprávneho kraja,,250000,Otvorená,Tovary,Kúpa,SK021,true,true,false,298300,true,20,238640
Dodávka cestných smerových stĺpikov,Správa a údržba ciest Trnavského samosprávneho kraja,,250000,Otvorená,Tovary,Kúpa,SK021,true,true,false,44424,true,20,35539.200000000004
Zabezpečenie stravovania a prevádzka bufetu,Krajský súd v Košiciach,,890000,Otvorená,Služby,17,SK,false,false,false,1037836.8,true,20,830269.4400000001
Technológie do výroby,Jana Kučerová  -  SUPERPEK,,146046,Otvorená,Tovary,Kúpa,SK032,false,true,true,145950,false,,145950
Šesť farebný flexografický stroj,"MiF, s. r. o.",,549237,Otvorená,Tovary,Kúpa,SK022,false,false,true,619580,false,,619580
Dodávka elektrickej energie pre objekty Prešovskej univerzity v Prešove,Prešovská univerzita v Prešove - Rektorát,,760000,Otvorená,Tovary,Kúpa,SK041,false,true,false,632317,true,20,505853.60000000003
Obstaranie CNC obrábacieho stroja,BMZ a.s.,,377500,Otvorená,Tovary,Kúpa,SK042,false,true,true,377500,false,,377500
ELEKTRICKÁ ENERGIA,Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica,,2083665,Otvorená,Tovary,Kúpa,SK032,true,true,false,2278980.25,true,20,1823184.2000000002
Technológie pre Vedecké Pracovisko Automatizácie a Informatizácie Výrobných Procesov a Systémov s Laboratóriami,Slovenská technická univerzita v Bratislave - Rektorát,,3200000,Otvorená,Tovary,Kúpa,SK021,false,true,true,3811000,true,20,3048800
Dodanie interiéru v rámci projektu:"Rekonštrukcia Malej scény Štátneho divadla Košice",Štátne divadlo Košice,,255376.29,Otvorená,Tovary,Kúpa,SK042,true,true,false,303867.94,true,20,243094.352
Dobudovanie infraštruktúry cytologického laboratória,MEDIREX GROUP ACADEMY n.,,4689000,Otvorená,Tovary,Kúpa,SK042,false,true,true,3703586.66,true,20,2962869.328
Dobudovanie infraštruktúry cytologického laboratória,MEDIREX GROUP ACADEMY n.,,4689000,Otvorená,Tovary,Kúpa,SK0,false,true,true,5555380,true,20,4444304
Zdravotnícke zariadenia,"MEDCENTRUM, s.r.o.",,695598.17,Otvorená,Tovary,Kúpa,SK031,false,true,true,797300,true,20,637840
Náterové látky na údržbu a opravy železničných koľajových vozidiel a na zabezpečenie bežnej prevádzky ZSSK CARGO,"Železničná spoločnosť Cargo Slovakia, a.s.",,350000,Otvorená,Tovary,Kúpa,SK0,true,true,false,350000,false,,350000
Hlasové komunikačné a dátové služby pre Technickú univerzitu v Košiciach,Technická univerzita v Košiciach,,444226.197,Otvorená,Služby,5,SK,false,true,false,533071.4361,true,20,426457.14888000005
Výber ochraňovateľa hmotných rezerv,Správa štátnych hmotných rezerv Slovenskej republiky,,2987500,Otvorená,Služby,20,SK,false,false,false,2987500,false,,2987500
Zvislé dopravné značenie s príslušenstvom,Správa a údržba ciest Prešovského samosprávneho kraja,,248116,Otvorená,Tovary,Kúpa,SK041,false,true,false,248116,false,,248116
Zvislé dopravné značenie s príslušenstvom,Správa a údržba ciest Prešovského samosprávneho kraja,,248116,Otvorená,Tovary,Kúpa,SK041,true,false,false,24656.93,true,20,19725.544
Zvislé dopravné značenie s príslušenstvom,Správa a údržba ciest Prešovského samosprávneho kraja,,248116,Otvorená,Tovary,Kúpa,SK041,true,false,false,27424.91,true,20,21939.928
Zvislé dopravné značenie s príslušenstvom,Správa a údržba ciest Prešovského samosprávneho kraja,,248116,Otvorená,Tovary,Kúpa,SK041,true,false,false,105015.56,true,20,84012.448
Dobudovanie infraštruktúry genetického laboratória,MEDIREX GROUP ACADEMY n.,,1894470,Otvorená,Tovary,Kúpa,SK0,false,true,true,2212500,true,20,1770000
Dobudovanie infraštruktúry genetického laboratória,MEDIREX GROUP ACADEMY n.,,1894470,Otvorená,Tovary,Kúpa,SK0,false,true,true,2212500,true,20,1770000
Dodávka a inštalácia integrovaného vybavenia pre katetrizačnú sálu pre elektrofyziologickú diagnostiku a intervenčnú liečbu srdcových arytmií.,"Národný ústav srdcových a cievnych chorôb, a.s.",,562000,Otvorená,Tovary,Nákup na splátky,SK01,true,true,false,530000,false,,530000
"Poskytovanie služieb hromadnej tlače a doručovanie dokumentov, tzv. ""Hybridná pošta""","Slovenský plynárenský priemysel, akciová spoločnosť",,3100000,Otvorená,Služby,15,SK,false,true,false,4203297.92,false,,4203297.92
"Poskytovanie služieb hromadnej tlače a doručovanie dokumentov, tzv. ""Hybridná pošta""","Slovenský plynárenský priemysel, akciová spoločnosť",,3100000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK,false,true,false,9371.26,false,,9371.26
"Poskytovanie služieb hromadnej tlače a doručovanie dokumentov, tzv. ""Hybridná pošta""","Slovenský plynárenský priemysel, akciová spoločnosť",,3100000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK,false,true,false,3611.01,false,,3611.01
"Poskytovanie služieb hromadnej tlače a doručovanie dokumentov, tzv. ""Hybridná pošta""","Slovenský plynárenský priemysel, akciová spoločnosť",,3100000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK,false,true,false,1256589.5,false,,1256589.5
Údržba mestskej verejnej zelene v meste Zvolen na roky 2015-2018,Mesto Zvolen,,600000,Otvorená,Služby,27,SK032,false,false,false,560000,true,20,448000
Lieky ATC skupiny L03AB07,"Všeobecná zdravotná poisťovňa, a.s.",,14572480,Otvorená,Tovary,Kúpa,SK0,true,true,false,14557998.52,false,,14557998.52
Lieky ATC skupiny L03AB07,"Všeobecná zdravotná poisťovňa, a.s.",,14572480,Otvorená,Tovary,Kúpa,SK0,true,false,false,2729939.41,false,,2729939.41
Lieky ATC skupiny L03AB07,"Všeobecná zdravotná poisťovňa, a.s.",,14572480,Otvorená,Tovary,Kúpa,SK0,true,false,false,3627634.4,false,,3627634.4
"Rozšírená integrovaná platforma pre VV projekty ako podpora vedeckého výskumu, špecializovaného spracovania a distribúcie dát v oblasti veterinárskych vied a farmácie a vybudovanie IKT pokročilého pracoviska biomedicínskej analytiky.",Univerzita veterinárskeho lekárstva a farmácie v Košiciach,,2792064.63,Užšia súťaž,Tovary,Kúpa,SK042,true,true,true,3197736,true,20,2558188.8000000003
Servis osobných motorových vozidiel,"Ústredie práce, sociálnych vecí a rodiny",,1544500,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK,true,false,false,1544500,false,,1544500
Laboratórium metalografie,Výskumný ústav zváračský - Priemyselný inštitút SR,,645000,Otvorená,Tovary,Kúpa,SK,false,false,true,648870.83,false,,648870.83
"Poskytovanie upratovacích, čistiacich a dezinfekčných služieb",Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,3896181.7,Otvorená,Služby,14 - Upratovanie budov a správa nehnuteľností,SK041,true,true,false,4662300,true,20,3729840
"Kancelárske potreby pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,490000,Otvorená,Tovary,Kúpa,SK0,false,true,false,41922.92,false,,41922.92
"Kancelárske potreby pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,490000,Otvorená,Tovary,Kúpa,SK0,false,true,false,3868.69,false,,3868.69
"Kancelárske potreby pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,490000,Otvorená,Tovary,Kúpa,SK0,false,true,false,419996,false,,419996
"Kancelárske potreby pre organizačné zložky LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,490000,Otvorená,Tovary,Kúpa,SK0,false,true,false,48589.08,false,,48589.08
"Vyhotovenie geometrických plánov vrátane ich zápisov do evidencie katastra nehnuteľností pre organizačné zložky LESOV Slovenskej republiky, š.p. Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,2703540,Otvorená,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK,false,false,false,2703537,false,,2703537
Lieky ATC skupiny L03AB08,"Všeobecná zdravotná poisťovňa, a.s.",,5363130,Otvorená,Tovary,Kúpa,SK0,true,false,false,533985,false,,533985
Lieky ATC skupiny L03AB08,"Všeobecná zdravotná poisťovňa, a.s.",,5363130,Otvorená,Tovary,Kúpa,SK0,true,false,false,1067970,false,,1067970
Lieky ATC skupiny L03AB08,"Všeobecná zdravotná poisťovňa, a.s.",,5363130,Otvorená,Tovary,Kúpa,SK0,true,true,false,4271880,false,,4271880
Rozšírenie a skvalitnenie služieb športovo-rekreačného strediska Slovakia Ring,SLOVAKIA RING s. r. o.,,333750,Otvorená,Tovary,Kúpa,SK021,false,true,true,399000,true,20,319200
Výber dodávateľa rekondičných pobytov na roky 2014 - 2018,"Železničná spoločnosť Cargo Slovakia, a.s.",,1060000,Otvorená,Služby,25,SK0,true,true,false,317897,false,,317897
Výber dodávateľa rekondičných pobytov na roky 2014 - 2018,"Železničná spoločnosť Cargo Slovakia, a.s.",,1060000,Otvorená,Služby,25,SK0,true,true,false,306,false,,306
Výber dodávateľa rekondičných pobytov na roky 2014 - 2018,"Železničná spoločnosť Cargo Slovakia, a.s.",,1060000,Otvorená,Služby,25,SK0,true,true,false,54375,false,,54375
Výber dodávateľa rekondičných pobytov na roky 2014 - 2018,"Železničná spoločnosť Cargo Slovakia, a.s.",,1060000,Otvorená,Služby,25 - Zdravotnícke a sociálne služby,SK0,true,true,false,31524,false,,31524
Výber dodávateľa rekondičných pobytov na roky 2014 - 2018,"Železničná spoločnosť Cargo Slovakia, a.s.",,1060000,Otvorená,Služby,25,SK0,true,true,false,12878,false,,12878
