oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
Dodávka softvéru a súvisiacich služieb pre potreby UK,Univerzita Komenského v Bratislave,,800000,Otvorená,Tovary,Kúpa,SK,false,true,false,68553.6833,false,,68553.6833
Modernizácia Hotela Dixon,MUDr. Juraj Sninský - VIVATEX ŠPORT,,254967.81,Otvorená,Tovary,Kúpa,SK032,false,true,true,212628,true,20,170102.40000000002
Skúšobňa a opravná stolica funkčných celkov a jednotlivých súčiastok motorov,"AD control, s.r.o.",,265200,Otvorená,Tovary,Kúpa,SK,false,true,true,262350,false,,262350
Nákup odbavovacieho systému a zariadení zasnežovacieho systému,Tatrawest s.r.o.,,181391,Otvorená,Tovary,Kúpa,SK031,false,true,true,163903.33,false,,163903.33
"Zavedenie inovatívnych technológií do výrobného procesu spoločnosti ELPOTECH, spol. s r.o.","ELPOTECH, spol. s r.o.",,345413.33,Otvorená,Tovary,Kúpa,SK021,false,true,true,332400,false,,332400
Modernizácia strediska Ski Krahule,JUDr. Vladimír Urblík - VALIGA O.S.S.,,277596,Otvorená,Tovary,Kúpa,SK032,false,true,true,328794,true,20,263035.2
Chemikálie a pomôcky pre výskum,Univerzita Komenského v Bratislave,,1360000,Otvorená,Tovary,Kúpa,SK01,false,true,true,1328589.7,false,,1328589.7
Služba verejného osvetlenia obce Podbrezová,Obec Podbrezová,,375000,Otvorená,Služby,1,SK031,true,false,false,450000,true,20,360000
Dodávka inovatívnej technológie pre spoločnosť SUZAR spol. s r.o.,"SUZAR, spol.s r.o.",,181000,Otvorená,Tovary,Kúpa,SK022,false,true,true,187400,false,,187400
Bezhotovostný nákup pohonných hmôt na platobné karty,Univerzita Komenského v Bratislave,,350000,Otvorená,Tovary,Kúpa,SK,false,true,false,11503.84,false,,11503.84
Bezhotovostný nákup pohonných hmôt na platobné karty,Univerzita Komenského v Bratislave,,350000,Otvorená,Tovary,Kúpa,SK01,false,true,false,350000,false,,350000
Bezhotovostný nákup pohonných hmôt na platobné karty,Univerzita Komenského v Bratislave,,350000,Otvorená,Tovary,Kúpa,SK,false,true,false,6907.13,false,,6907.13
Bezhotovostný nákup pohonných hmôt na platobné karty,Univerzita Komenského v Bratislave,,350000,Otvorená,Tovary,Kúpa,SK,false,true,false,6339.1583,false,,6339.1583
Poistenie majetku Nitrianskeho samosprávneho kraja a organizácií v jeho zriaďovateľskej pôsobnosti,Nitriansky samosprávny kraj,,2608316.96,Otvorená,Služby,6,SK0,false,false,false,2167236.36,true,20,1733789.088
"Spoločné obstarávanie zemného plynu pre obce patriace do Združenia miest a obcí, región JE Jaslovské Bohunice","Združenie miest a obcí, región JE Jaslovské Bohunice",,1608781.49,Otvorená,Tovary,Kúpa,SK021,false,true,false,837245.15,false,,837245.15
Odbaľovacie zariadenie pre prevádzku Košice Kokšov Bakša,EKO - SALMO s.r.o.,,1450000,Otvorená,Tovary,Kúpa,SK042,false,true,true,1447000,false,,1447000
Nákup zemného plynu pre Úrad BBSK a OZvZP BBSK - vrátane prevzatia záruky za odchýlku,Banskobystrický samosprávny kraj,,3942559.8,Otvorená,Tovary,Kúpa,SK032,false,true,false,4271000,true,20,3416800
Poistenie zodpovednosti za škodu spôsobenú členmi orgánov spoločnosti.,"Národná diaľničná spoločnosť, a.s.",,1304800,Otvorená,Služby,6,SK0,true,false,false,1279200,false,,1279200
Lieky ATC skupiny L02BA03,"Všeobecná zdravotná poisťovňa, a.s.",,4867950,Otvorená,Tovary,Kúpa,SK0,true,false,false,1132060,false,,1132060
Lieky ATC skupiny L02BA03,"Všeobecná zdravotná poisťovňa, a.s.",,4867950,Otvorená,Tovary,Kúpa,SK0,true,false,false,566030,false,,566030
Lieky ATC skupiny L02BA03,"Všeobecná zdravotná poisťovňa, a.s.",,4867950,Otvorená,Tovary,Kúpa,SK0,true,true,false,4528240,false,,4528240
Znovuotvorenie rámcovej dohody na dodávku elektrickej energie na rok 2015,Úrad vlády Slovenskej republiky,,198945.51,Otvorená,Tovary,Kúpa,SK,true,true,false,170024.44,false,,170024.44
Nákup elektrickej energie pre Úrad BBSK a organizácie a zariadenia v zriaďovateľskej pôsobnosti BBSK - vrátane prevzatia záruky za odchýlku,Banskobystrický samosprávny kraj,,1356230,Otvorená,Tovary,Kúpa,SK032,false,true,false,1310310.14,true,20,1048248.112
Poskytovanie upratovacích služieb v AB MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,442735.84,Otvorená,Služby,14 - Upratovanie budov a správa nehnuteľností,SK010,false,false,false,339910.72,false,,339910.72
Digitálna PCR/Real-time PCR systémy,Štátny veterinárny a potravinový ústav,,175233,Otvorená,Tovary,Kúpa,SK032,false,false,false,206136,true,20,164908.80000000002
Združená dodávka zemného plynu.,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,4680000,Otvorená,Tovary,Kúpa,SK032,false,true,false,3241666.67,false,,3241666.67
"Dodávka inovatívnej technológie k zvýšeniu konkurencieschopnosti spoločnosti CASTILL, s.r.o..","CASTILL,s.r.o.",,286214.59,Otvorená,Tovary,Kúpa,SK022,false,true,true,285790,false,,285790
Komplexná rekonštrukcia miestnych komunikácií a križovatiek na území mesta Prešov,Mesto Prešov,,8333000,Otvorená,Práce,Uskutočnenie prác,SK041,false,true,false,2950100,true,20,2360080
Kancelárske potreby,"Všeobecná zdravotná poisťovňa, a.s.",,500000,Otvorená,Tovary,Kúpa,SK0,true,true,false,478333.33,false,,478333.33
Lieky ATC skupiny L01XC03,"Všeobecná zdravotná poisťovňa, a.s.",,31779210,Otvorená,Tovary,Kúpa,SK0,true,true,false,31150822.53,false,,31150822.53
Lieky ATC skupiny L01XC03,"Všeobecná zdravotná poisťovňa, a.s.",,31779210,Otvorená,Tovary,Kúpa,SK0,true,false,false,3894015.49,false,,3894015.49
Lieky ATC skupiny L01XC03,"Všeobecná zdravotná poisťovňa, a.s.",,31779210,Otvorená,Tovary,Kúpa,SK0,true,false,false,7788030.98,false,,7788030.98
Spoločné obstarávanie zemného plynu.,Združenie miest a obcí Spiša,,835246.9,Otvorená,Tovary,Kúpa,SK041,false,true,false,304064.61,false,,304064.61
Nákup zemného plynu pre rok 2016,Obec Smižany,,210000,Otvorená,Tovary,Kúpa,SK042,false,true,false,199554,true,20,159643.2
Telefónne služby pevnej a dátovej siete s telekomunikačnými zariadeniami a mobilné telekomunikačné a dátové služby s mobilnými telekomunikačnými zariadeniami,Dopravný úrad,,90315,Otvorená,Služby,5 - Telekomunikačné služby,SK0,false,true,false,65868.29,true,20,52694.632
Telefónne služby pevnej a dátovej siete s telekomunikačnými zariadeniami a mobilné telekomunikačné a dátové služby s mobilnými telekomunikačnými zariadeniami,Dopravný úrad,,90315,Otvorená,Služby,5 - Telekomunikačné služby,SK0,false,true,false,245.73,true,20,196.584
Výber dodávateľa elektrickej energie na rok 2016,"Agrokomplex - Výstavníctvo Nitra, štátny podnik",,232135,Otvorená,Tovary,Kúpa,SK023,false,true,false,59500,false,,59500
Cementy,"Jadrová a vyraďovacia spoločnosť, a.s.",,525417,Otvorená,Tovary,Kúpa,SK02,true,true,false,455380.2,false,,455380.2
Združená dodávka elektrickej energie.,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,1234816.67,Otvorená,Tovary,Kúpa,SK032,false,true,false,1155000.08,true,20,924000.0640000001
Dodávka zemného plynu pre organizácie rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,20000000,Otvorená,Tovary,Kúpa,SK,false,true,false,171082.18,true,20,136865.744
Dodávka zemného plynu pre organizácie rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,20000000,Otvorená,Tovary,Kúpa,SK,false,true,false,2402.04,true,20,1921.632
Dodávka zemného plynu pre organizácie rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,20000000,Otvorená,Tovary,Kúpa,SK,true,true,false,20000000,false,,20000000
Dodávka zemného plynu pre organizácie rezortu MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",,20000000,Otvorená,Tovary,Kúpa,SK,false,true,false,223716.14,true,20,178972.912
Lieky ATC skupiny L01XX32,"Všeobecná zdravotná poisťovňa, a.s.",,3102407,Otvorená,Tovary,Kúpa,SK0,true,false,false,927503.5,false,,927503.5
Lieky ATC skupiny L01XX32,"Všeobecná zdravotná poisťovňa, a.s.",,3102407,Otvorená,Tovary,Kúpa,SK0,true,false,false,1506890,false,,1506890
Lieky ATC skupiny L01XX32,"Všeobecná zdravotná poisťovňa, a.s.",,3102407,Otvorená,Tovary,Kúpa,SK0,true,true,false,3013780,false,,3013780
"Dodávky elektrickej energie a zemného plynu pre odberateľov: TU so sídlom v Trnave, KU v Ružomberku.",Katolícka univerzita v Ružomberku,,831639,Otvorená,Tovary,Kúpa,SK031,false,true,false,275123.27,false,,275123.27
Trvanlivé potraviny,Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica,,256000,Otvorená,Tovary,Kúpa,SK031,false,true,false,128800,false,,128800
Dodávka elektrickej energie,Slovenská technická univerzita v Bratislave - Rektorát,,6325000,Otvorená,Tovary,Kúpa,SK,true,true,false,6325000,false,,6325000
Linka na výrobu makového oleja,"SLOVAK MAK, s.r.o.",,498042,Otvorená,Tovary,Kúpa,SK021,false,true,true,498042,false,,498042
Dodanie dvoch pracovísk na výrobu digitálnych a fyzických modelov postáv a 3D objektov,Kurzor s. r. o.,,319450,Otvorená,Tovary,Kúpa,SK,false,true,true,333500,true,20,266800
Zabezpečenie stravovacích služieb formou stravovacích poukážok.,Operačné stredisko záchrannej zdravotnej služby Slovenskej republiky,,803544.19,Otvorená,Služby,17,SK,true,true,false,813003.26,true,20,650402.608
"Zvýšenie konkurencieschopnosti a posilnenie postavenia spoločnosti TRANSBET, s.r.o. na trhu prostredníctvom aplikácie novej suspenzie pri výrobe betónových zmesí","TRANSBET, s.r.o.",,359912.5,Otvorená,Služby,12,SK031,false,false,true,357620.95,false,,357620.95
Údržba a prevádzková podpora APV pre KNIS,Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica,,445000,Rokovacie konanie,Služby,7,SK,false,false,false,9272.2,false,,9272.2
Modernizácia technologického zariadenia slúžiaceho pre obrábanie kovov sústružením,"KŘIŽÍK GBI, a.s.",,232280,Otvorená,Tovary,Kúpa,SK,false,true,true,187000,false,,187000
Nákup výpočtovej techniky (EVO),Štátna ochrana prírody Slovenskej republiky,,500000,Otvorená,Tovary,Kúpa,SK0,true,true,true,407100,false,,407100
Vypracovanie projektovej dokumentácie dopravného značenia.,"Národná diaľničná spoločnosť, a.s.",,400000,Otvorená,Služby,12,SK010,true,true,false,400000,false,,400000
VD Kráľová – rekonštrukcia pravostrannej hrádze,"SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,10098084.12,Otvorená,Práce,Uskutočnenie prác,SK0,true,false,true,10748333.62,true,20,8598666.896
Spoločné obstarávanie elektrickej energie.,Združenie miest a obcí Spiša,,1570118.88,Otvorená,Tovary,Kúpa,SK041,false,true,false,284777.23,false,,284777.23
Dobudovanie tarifného zabezpečenia na území hlavného mesta SR Bratislavy,Hlavné mesto SR Bratislava,,971162.5,Otvorená,Tovary,Kúpa,SK010,true,true,false,1165050,true,20,932040
On-line marketing a elektronická komunikácia,"Slovenský plynárenský priemysel, akciová spoločnosť",,920000,Otvorená,Služby,13 - Reklamné služby,SK0,false,true,false,103566.25,false,,103566.25
On-line marketing a elektronická komunikácia,"Slovenský plynárenský priemysel, akciová spoločnosť",,920000,Otvorená,Služby,13 - Reklamné služby,SK0,false,true,false,103566.25,false,,103566.25
On-line marketing a elektronická komunikácia,"Slovenský plynárenský priemysel, akciová spoločnosť",,920000,Otvorená,Služby,13,SK0,false,true,false,395975,false,,395975
On-line marketing a elektronická komunikácia,"Slovenský plynárenský priemysel, akciová spoločnosť",,920000,Otvorená,Služby,13 - Reklamné služby,SK0,false,true,false,29929.69,false,,29929.69
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,432000,Otvorená,Tovary,Kúpa,SK0,true,true,false,431975,false,,431975
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,432000,Otvorená,Tovary,Kúpa,SK0,true,false,false,223192.8,false,,223192.8
Polygrafické služby,Slovenská technická univerzita v Bratislave - Rektorát,,350000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK0,false,true,false,350000,false,,350000
"Lesnícke rovnošaty a OOPP pre THZ organizačných zložiek LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,3500000,Otvorená,Tovary,Kúpa,SK0,false,true,false,160631.88,false,,160631.88
"Lesnícke rovnošaty a OOPP pre THZ organizačných zložiek LESOV Slovenskej republiky, štátny podnik Banská Bystrica","LESY Slovenskej republiky, štátny podnik",,3500000,Otvorená,Tovary,Kúpa,SK0,false,true,false,2931996,false,,2931996
Služba výberu a evidencie úhrady diaľničných známok za užívanie vymedzených úsekov ciest,"Národná diaľničná spoločnosť, a.s.",,30800000,Otvorená,Služby,27,SK,true,true,false,0,false,,0
Lieky ATC skupiny B02BD06,"Všeobecná zdravotná poisťovňa, a.s.",,14695800,Otvorená,Tovary,Kúpa,SK0,true,false,false,2007810.48,false,,2007810.48
Lieky ATC skupiny B02BD06,"Všeobecná zdravotná poisťovňa, a.s.",,14695800,Otvorená,Tovary,Kúpa,SK0,true,true,false,14694220,false,,14694220
Textílie,Generálne riaditeľstvo Zboru väzenskej a justičnej stráže (GR ZVJS),,3383709,Otvorená,Tovary,Kúpa,SK,false,true,false,1290623.2,true,20,1032498.56
Textílie,Generálne riaditeľstvo Zboru väzenskej a justičnej stráže (GR ZVJS),,3383709,Otvorená,Tovary,Kúpa,SK,true,true,false,112999.44,true,20,90399.55200000001
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,12249.88,false,,12249.88
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,8164.57,false,,8164.57
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,13123.99,false,,13123.99
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,8646.46,false,,8646.46
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,13827.03,false,,13827.03
Vybrané IKT zariadenia pre bežnú a projektovú činnosť na obdobie 24 mesiacov.,Katolícka univerzita v Ružomberku,,150263,Otvorená,Tovary,Kúpa,SK031,false,true,true,168427,false,,168427
Nákup nových osobných automobilov strednej kategórie,"Národná diaľničná spoločnosť, a.s.",,546000,Otvorená,Tovary,Kúpa,SK0,true,true,false,434200,false,,434200
Lieky ATC skupiny L01XC02,"Všeobecná zdravotná poisťovňa, a.s.",,24028660,Otvorená,Tovary,Kúpa,SK0,true,true,false,23288792.5,false,,23288792.5
Lieky ATC skupiny L01XC02,"Všeobecná zdravotná poisťovňa, a.s.",,24028660,Otvorená,Tovary,Kúpa,SK0,true,false,false,2911099.06,false,,2911099.06
Lieky ATC skupiny L01XC02,"Všeobecná zdravotná poisťovňa, a.s.",,24028660,Otvorená,Tovary,Kúpa,SK0,true,false,false,5822198.13,false,,5822198.13
Osobné ochranné pracovné pomôcky pre UK v Bratislave,Univerzita Komenského v Bratislave,,600000,Otvorená,Tovary,Kúpa,SK01,false,true,false,600000,false,,600000
Elektrická energia na rok 2015,"Dopravný podnik mesta Prešov, akciová spoločnosť",,582896,Otvorená,Tovary,Kúpa,SK,true,true,false,570574.63,false,,570574.63
Komplexné zabezpečenie služieb pre programovú kanceláriu eHealth,Ministerstvo zdravotníctva Slovenskej republiky,,300000,Otvorená,Služby,7,SK,false,true,false,360000,true,20,288000
Technológia na výrobu 3D dizajnových nábytkových výplní,proALU s.r.o.,,191573,Otvorená,Tovary,Kúpa,SK032,false,true,true,190580,false,,190580
"Dodanie a inštalácia technologických zariadení pre strojársku výrobu pre projekt s názvom: Zvýšenie konkurencieschopnosti spoločnosti BAJAKOV, s.r.o. zavedením inovatívnych technológií v strojárskej výrobe.","BAJAKOV, s.r.o.",,277050,Otvorená,Tovary,Kúpa,SK031,false,true,true,275730,false,,275730
CNC sústruhy,"PROTEAM, s.r.o.",,249951,Otvorená,Tovary,Kúpa,SK031,false,true,true,274300,true,20,219440
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ekonomická univerzita v Bratislave,,276898,Otvorená,Služby,20 - Podporné a pomocné dopravné služby,SK010,false,false,false,5520.12,true,20,4416.0960000000005
Zabezpečenie leteckej prepravy osôb pri zahraničných a tuzemských pracovných cestách,Ekonomická univerzita v Bratislave,,276898,Otvorená,Služby,20 - Podporné a pomocné dopravné služby,SK010,false,false,false,276898,false,,276898
Mäso a mäsové výrobky,Univerzita Komenského v Bratislave,,2000000,Otvorená,Tovary,Kúpa,SK01,false,true,false,2000000,false,,2000000
Mäso a mäsové výrobky,Univerzita Komenského v Bratislave,,2000000,Otvorená,Tovary,Kúpa,SK01,false,true,false,51776.71,false,,51776.71
Mäso a mäsové výrobky,Univerzita Komenského v Bratislave,,2000000,Otvorená,Tovary,Kúpa,SK,false,true,false,70539.92,false,,70539.92
Mäso a mäsové výrobky,Univerzita Komenského v Bratislave,,2000000,Otvorená,Tovary,Kúpa,SK,false,true,false,22912.53,false,,22912.53
Mäso a mäsové výrobky,Univerzita Komenského v Bratislave,,2000000,Otvorená,Tovary,Kúpa,SK,false,true,false,53692.4082,false,,53692.4082
Stravné poukážky pre zamestnancov NPPC.,Národné poľnohospodárske a potravinárske centrum,,798266.83,Otvorená,Služby,17,SK0,true,true,false,799768.52,false,,799768.52
Odberový systém krvi.,Národná transfúzna služba SR,,274250,Otvorená,Tovary,Kúpa,SK0,false,true,false,328895.854,true,20,263116.6832
Palivové drevo,Ministerstvo vnútra Slovenskej republiky,,147000,Otvorená,Tovary,Kúpa,SK0,true,true,false,147000,false,,147000
Špecializované zariadenia pre výskum,Národný ústav reumatických chorôb,,5485133,Otvorená,Tovary,Kúpa,SK,true,true,true,5285600,false,,5285600
"Poskytovanie služieb podpory pre aplikačné programové vybavenie Rubín a všetky jeho moduly implementované na pracoviskách Národnej transfúznej služby SR, vrátane Centrálneho registra (CReg), komunikácie APV Rubín s Centrálnym registrom (CReg) a komunikačn",Národná transfúzna služba SR,,437760,Otvorená,Služby,7,SK0,true,true,false,525024,true,20,420019.2
IKT pre spracovanie a analýzu údajov DPZ,Ústav ekológie Lesa SAV,,128950.2,Otvorená,Tovary,Kúpa,SK032,false,true,true,150430,true,20,120344
Nákup nových osobných automobilov nižšej kategórie,"Národná diaľničná spoločnosť, a.s.",,675000,Otvorená,Tovary,Kúpa,SK0,true,true,false,178992,false,,178992
Nákup nových osobných automobilov nižšej kategórie,"Národná diaľničná spoločnosť, a.s.",,675000,Otvorená,Tovary,Kúpa,SK0,true,true,false,503415,false,,503415
Nákup nových osobných automobilov nižšej kategórie,"Národná diaľničná spoločnosť, a.s.",,675000,Otvorená,Tovary,Kúpa,SK0,true,true,false,44748,false,,44748
"Rozšírenie výrobných operácií v spoločnosti PMR, s.r.o. obstaraním CNC elektromechanickej ohýbačky plechu","P M R , s.r.o.",,293060,Otvorená,Tovary,Kúpa,SK03,false,true,true,292500,true,20,234000
Autobus pre evakuáciu ohrozených osôb a pre prepravu zasahujúcich záchranárov.,Ministerstvo vnútra Slovenskej republiky,,3333333.33,Otvorená,Tovary,Kúpa,SK,true,true,true,1632000,false,,1632000
Autobus pre evakuáciu ohrozených osôb a pre prepravu zasahujúcich záchranárov.,Ministerstvo vnútra Slovenskej republiky,,3333333.33,Otvorená,Tovary,Kúpa,SK0,true,true,true,3333333.33,false,,3333333.33
Moderné obrábacie a nárezové centrum,Ing. Ján Lupták - LUNIT,,158230,Otvorená,Tovary,Kúpa,SK032,false,true,true,157222,false,,157222
Zemný plyn,"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy",,489497.56,Otvorená,Tovary,Kúpa,SK041,false,true,false,459822.5,false,,459822.5
Spotrebný zdravotnícky materiál pre vákuový systém liečenia rán.,"Národný ústav srdcových a cievnych chorôb, a.s.",,413450,Otvorená,Tovary,Kúpa,SK01,true,true,false,402555.14,false,,402555.14
"Čistenie, kontrola a preskúšanie komína v objektoch a zariadeniach Ministerstva vnútra Slovenskej republiky",Ministerstvo vnútra Slovenskej republiky,,156800,Otvorená,Služby,14 - Upratovanie budov a správa nehnuteľností,SK,true,false,false,156800,false,,156800
Nákup a dodávka kontajnerových korporátnych toaliet,"Národná diaľničná spoločnosť, a.s.",,434500,Otvorená,Tovary,Kúpa,SK0,true,false,false,484110,false,,484110
Dodávka a inštalácia technologických zariadení pre strojársku výrobu v rámci projektu s názvom: Zvýšenie konkurencieschopnosti ICT industrial construction technologies s. r. o. zavedením inovatívnej technológie.,ICT industrial construction technologies s. r. o.,,309970,Otvorená,Tovary,Kúpa,SK022,false,true,true,30980,false,,30980
"Originálne tonery, cartridge a pásky do tlačiarní, faxov a fotokopírovacích strojov",Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,4166000,Otvorená,Tovary,Kúpa,SK,true,true,false,4166000,false,,4166000
"Originálne tonery, cartridge a pásky do tlačiarní, faxov a fotokopírovacích strojov",Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,4166000,Otvorená,Tovary,Kúpa,SK,false,true,false,410257.44,false,,410257.44
"Monitoring vplyvov diaľnice D4 Bratislava Jarovce - Ivanka sever - Rača, rýchlostnej cesty R7 Bratislava Ketelec - Bratislava Prievoz - Bratislava - Dunajská Lužná - Holice na životné prostredie - povrchová voda, podzemná voda, ovzdušie, hluk, biota pred ","Národná diaľničná spoločnosť, a.s.",,320917,Otvorená,Služby,12,SK010,true,false,false,191315.5,false,,191315.5
Zabezpečenie prestupu hlasových služieb rezortu Ministerstva spravodlivosti SR do verejnej telekomunikačnej siete,Ministerstvo spravodlivosti Slovenskej republiky,,1317316.6,Otvorená,Služby,5,SK,true,false,false,1514241.12,true,20,1211392.8960000002
Dátové centrum s konektivitou s prepojením na systém pre vývoj mobilných a fixných komunikačných technológií pre Regionálne centrum eSMART UVP STU - Mlynská Dolina,Slovenská technická univerzita v Bratislave - Rektorát,,1365833.33,Otvorená,Tovary,Kúpa,SK010,true,true,true,1622000,true,20,1297600
Kontrolný systém pre zvýš. efekt. eliminá. bezprč.rizík z ciest I.tr. minima. vplyvou doprav. prúdu na bezpeč.a život.ces.infr.,Slovenská správa ciest,,6329830.91,Otvorená,Práce,Uskutočnenie prác,SK0,false,false,true,7504248,true,20,6003398.4
"Kúpa liekov indikačných skupín č. 1. SPASMOLYTIKÁ, č. 2. ANTIDOTUM, č. 3. SYMPATOMIMETIKÁ, č. 4. VITAMÍNY, č. 5. VARIA, č. 6. OFTALMOLOGIKÁ",Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica,,904382.33,Otvorená,Tovary,Kúpa,SK032,true,true,false,978209.3188,true,10,880388.3869200001
Zabezpečenie technickej asistencie pri voľbách na území Slovenskej republiky v rokoch 2015-2019,Ministerstvo vnútra Slovenskej republiky,,13300000,Otvorená,Služby,15,SK0,true,true,false,6898000,false,,6898000
Zabezpečenie technickej asistencie pri voľbách na území Slovenskej republiky v rokoch 2015-2019,Ministerstvo vnútra Slovenskej republiky,,13300000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK0,true,false,false,1970343.6,false,,1970343.6
Komplexná dodávka výpočtovej techniky a informačno - komunikačných technológií,Národná agentúra pre rozvoj malého a stredného podnikania /NARMSP/,,733142.2,Otvorená,Tovary,Kúpa,SK01,true,true,true,796514.79,false,,796514.79
Dodávka elektrickej energie s prevzatím zodpovednosti za odchýlku a zabezpečením distribučných služieb - CVO115,Obstarávacie trhovisko Slovenska,,552500,Otvorená,Tovary,Kúpa,SK0,false,true,false,520727.344,false,,520727.344
Zabezpečenie služieb hromadného stravovania formou stravovacích poukážok,Žilinský samosprávny kraj,,5034000,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK031,false,true,false,414906.4,true,20,331925.12000000005
Zabezpečenie služieb hromadného stravovania formou stravovacích poukážok,Žilinský samosprávny kraj,,5034000,Otvorená,Služby,17,SK031,false,true,false,5034000,false,,5034000
Zabezpečenie služieb hromadného stravovania formou stravovacích poukážok,Žilinský samosprávny kraj,,5034000,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK031,false,true,false,418481.55,true,20,334785.24
Zabezpečenie služieb hromadného stravovania formou stravovacích poukážok,Žilinský samosprávny kraj,,5034000,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK031,false,true,false,182706.6,true,20,146165.28
Plyny technické,"Jadrová a vyraďovacia spoločnosť, a.s.",,233788,Otvorená,Tovary,Kúpa,SK0,true,true,false,217561.3,false,,217561.3
Dodávka a montáž 3D laparoskopickej veže.,Národný onkologický ústav,,230000,Otvorená,Tovary,Kúpa,SK010,false,true,false,137030.23,false,,137030.23
Nákup súčastí zvodidiel STALPRODUKT.,"Národná diaľničná spoločnosť, a.s.",,600000,Otvorená,Tovary,Kúpa,SK0,true,false,false,600000,false,,600000
"Projekt ozdravných opatrení v lesoch poškodených biotickými, abiotickými a antropogénnymi škodlivými činiteľmi",Urbárske pozemkové spoločenstvo Mengusovce,,225825,Otvorená,Služby,27 - Ostatné služby,SK041,false,false,true,218538.28,false,,218538.28
"Projekt ozdravných opatrení v lesoch poškodených biotickými, abiotickými a antropogénnymi škodlivými činiteľmi",Pozemkové spoločenstvo urbáru obce Hladovka,,226955,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,223040,false,,223040
Predaj a distribúcia diaľničných nálepiek,"Národná diaľničná spoločnosť, a.s.",,3500000,Otvorená,Služby,20,SK0,true,false,false,0,false,,0
Dodávka zemného plynu,Mesto Trenčín,,1200000,Otvorená,Tovary,Kúpa,SK022,false,true,false,1168845.36,true,20,935076.2880000002
Dodávka zemného plynu,Mesto Trenčín,,1200000,Otvorená,Tovary,Kúpa,SK022,false,true,false,1168845.36,true,20,935076.2880000002
Zabezpečenie stredných a generálnych opráv KGZ,"Slovenský plynárenský priemysel, akciová spoločnosť",,230000,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK,false,true,false,33200,false,,33200
"Obstaranie technológie v rámci projektu ""Zavedenie inovatívnych a vyspelých technológií v spoločnosti GRANITI, s.r.o.""","GRANITI, s.r.o.",,326466,Otvorená,Tovary,Kúpa,SK03,false,true,true,326466,false,,326466
Revitalizácia objektov FEI STU,Slovenská technická univerzita v Bratislave - Rektorát,,13596292.56,Otvorená,Práce,Projekt a uskutočňovanie prác,SK010,true,true,true,15594000,true,20,12475200
